Annualised Sharpe,Average Annualised Return,Average Components,Min Weight,Max Drawdown,Calmar Ratio,Loss: Utility Target,cardinality_target_penalty,Loss: Vol Target,Loss: Min Weight
1.5061253309249878,1.2434104681015015,176.75,4.904965322793942e-13,-0.8475719690322876,-inf,"tensor(155412.3906, device='cuda:0', grad_fn=<DivBackward0>)","tensor(37549.2383, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.8429173231124878,1.910892128944397,41.1875,1.2158274387275014e-11,-0.7371594905853271,-inf,"tensor(291514.7812, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2606.6790, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.493691325187683,1.8716588020324707,36.875,1.3096723705530167e-10,-0.8016480803489685,-inf,"tensor(958040.4375, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4253.8594, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.321757435798645,2.43672776222229,41.9375,6.87805368215777e-12,-0.7648022770881653,-inf,"tensor(3480744., device='cuda:0', grad_fn=<DivBackward0>)","tensor(3116.4492, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.4285794496536255,2.156959056854248,42.4375,1.8417267710901797e-11,-0.7929576635360718,-inf,"tensor(1490877.2500, device='cuda:0', grad_fn=<DivBackward0>)","tensor(3679.2539, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
2.0855836868286133,1.9182337522506714,38.5625,3.412026217120001e-11,-0.815974771976471,-inf,"tensor(187375.6250, device='cuda:0', grad_fn=<DivBackward0>)","tensor(3516.9465, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.785847783088684,2.039577007293701,36.5,3.3427483003833913e-11,-0.8128507733345032,-inf,"tensor(456107.9375, device='cuda:0', grad_fn=<DivBackward0>)","tensor(3513.2092, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.5003471374511719,2.1420719623565674,42.78125,2.2737367544323206e-11,-0.8074342012405396,-inf,"tensor(1232203.7500, device='cuda:0', grad_fn=<DivBackward0>)","tensor(3145.6665, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.5656553506851196,2.4472219944000244,33.65625,2.8776980798284058e-11,-0.8137015104293823,-inf,"tensor(1826290.3750, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4031.6440, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.592259168624878,2.2463181018829346,39.21875,4.298783551348606e-11,-0.8326255083084106,-inf,"tensor(1180882.2500, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2822.9807, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.704126000404358,2.2728254795074463,38.46875,3.752553823233029e-12,-0.7882906794548035,-inf,"tensor(825668.4375, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2971.4551, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
1.565712332725525,2.4738855361938477,36.6875,2.885691685605707e-12,-0.7955462336540222,-inf,"tensor(1720121.2500, device='cuda:0', grad_fn=<DivBackward0>)","tensor(3062.0134, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
2.010174512863159,1.7783383131027222,62.4375,1.7408297026122455e-13,-0.8383817672729492,-inf,"tensor(154352.9375, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5947.5234, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
2.927487373352051,1.5099600553512573,50.1875,1.2159162565694714e-12,-0.8128779530525208,-inf,"tensor(49086.4883, device='cuda:0', grad_fn=<DivBackward0>)","tensor(3087.6758, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
2.8660707473754883,1.4757412672042847,45.90625,1.1141310096718371e-11,-0.8171638250350952,-inf,"tensor(49394.8672, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2309.8577, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)","tensor(0., device='cuda:0', grad_fn=<DivBackward0>)"
